"ISO_2","ISO_3","country","year","corporate_rate","loss_carryback","loss_carryforward","machines_cost_recovery","buildings_cost_recovery","intangibles_cost_recovery","inventory","allowance_corporate_equity","patent_box","r_and_d_credit","digital_services_tax","corporate_alt_minimum","corporate_surtax","corporate_other_rev","top_income_rate","threshold_top_income_rate","tax_wedge","personal_surtax","personal_other_rev","capital_gains_rate","dividends_rate","vat_rate","vat_threshold","vat_base","property_tax","property_tax_collections","net_wealth","estate_or_inheritance_tax","transfer_tax","asset_tax","capital_duties","financial_transaction_tax","dividends_exemption","capital_gains_exemption","country_limitations","dividends_withholding_tax","interest_withholding_tax","royalties_withholding_tax","tax_treaties","cfc_rules","thin_capitalization_rules"
"BE","BEL","Belgium",2021,0.25,0,70,0.737888703,0.547953911,1.004865254,1,1,1,0.1525,0,1,0,0.035,0.6657,1.0504,1.271480715,0,0,0,0.3,21,33101.84112,0.465510801,0.5,0.579640094,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0.25,1
"CA","CAN","Canada",2021,0.2618,3,20,1,0.426086957,0.49,0.5,0,0,0.2125,0,1,0,1.313,0.535296,2.893118,1.316760714,0,0,0.2675,0.39344076,12.4,25130.19535,0.487461264,0.5,1.502096449,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,96,0.25,0.5
"CH","CHE","Switzerland",2021,0.19698516,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,0,0,6.504,0.41734127,3.216661,1.352649847,0,0,0,0.22285,7.7,87121.21872,0.667284006,0.5,0.071942009,1,1,1,1,1,1,1,1,0,0.35,0.35,0,93,0,0.5
"CL","CHL","Chile",2021,0.27,0,100,1,1,1,0.5,0,0,0.3,0,1,0,4.261,0.35,7.662172,1.25055036,0,0,0.4,0.2390411,19,0,0.641851482,0.5,0.443374578,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.5,0.5
"CO","COL","Colombia",2021,0.31,0,12,0.737888703,0.305956531,0.869865254,0.5,0,0,0.44,0,2,0,1.434,0.39000005,68.894177,0,0,9.507,0.1,0,19,0,0.391236901,0.5,0.504682512,1,0,1,0,0,1,0,0,0,0.1,0.2,0.2,9,0.5,0.5
"CR","CRI","Costa Rica",2021,0.3,0,3,0.822456691,0.602353619,0,0.5,0,0,-0.02,0,5,0,2.889,0.33445205,6.81783,1.10947726,0,29.864,0.15,0.15,13,0,0.433289071,0.5,0.215950383,0,0,1,0,1,1,1,1,0,0.15,0.15,0.25,3,0,0
"CZ","CZE","Czech Republic",2021,0.19,2,5,0.873879108,0.543222831,0.841318848,0.5,0,0,0.18,0,0,0,0,0.3107,0.292223,1.095130417,0,0,0,0.23,21,80365.3473,0.608041297,0.5,0.08838714,0,1,0,0,0,0,1,1,1,0.15,0.15,0.15,89,0.25,1
"DE","DEU","Germany",2021,0.29941208,1,60,0.847117028,0.391406013,0.869865254,1,0,0,0.185,0,0,1,0,0.47475,5.547725,1.097819953,1,0,0.26375,0.26375,19,29842.56689,0.56819072,0.5,0.201305435,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1
"DK","DNK","Denmark",2021,0.22,0,60,0.826923077,0.479318672,0.813406443,0,0,0,0.065,0,0,0,5.878,0.558952,10.15278,1.312936407,0,0,0.42,0.42,25,7497.884097,0.609227866,0.5,0.716226324,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1
"EE","EST","Estonia",2021,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.216,0.83611,1.190897891,0,0,0.2,0,20,73454.472,0.735848649,1,0.117313863,0,0,0,0,0,0,1,1,1,0,0,0.1,58,0.25,1
"ES","ESP","Spain",2021,0.25,0,25,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,1,1,0,0,0.60667,0.651279,1.392160423,0,0,0.26,0.26,21,0,0.443469082,0.5,0.562151416,1,1,1,0,1,1,0.95,0.95,1,0.19,0.19,0.24,93,0.25,1
"FI","FIN","Finland",2021,0.2,0,10,0.934782609,0.518965517,0.737888703,0,0,0,0,0,0,0,0,0.5927723,1.822827,1.311534194,0,0,0.34,0.289,24,11801.31774,0.573221225,0.5,0.352941856,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1
"FR","FRA","France",2021,0.284075,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.37,1,2,1,1.117,0.55572,15.605333,1.267609038,0,0,0.34,0.34,20,117259.4098,0.514809503,0.5,1.118483115,0.5,1,1,1,0,1,0.95,0.88,1,0.265,0,0.265,122,0.5,1
"GB","GBR","United Kingdom",2021,0.19,1,50,0.758823529,0.391406013,0.826923077,0,0,1,0.195,1,1,0,0,0.73,0.312674,1.419460015,0,0,0.2,0.381,20,124934.5931,0.453039359,0.5,1.883430917,0,1,1,1,0,1,1,1,0,0,0.2,0.2,130,0.375,1
"GR","GRC","Greece",2021,0.22,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.255,0,0,0,0.787,0.44,12.430177,1.308452415,0,0,0.15,0.05,24,17950.09873,0.432662045,0.5,1.084864084,0,1,1,1,1,0,1,1,1,0.05,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2021,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.18,1,1,0,0.047,0.335,0,1,0,0.162,0.15,0.15,27,85145.36627,0.588046746,0.5,0.267845405,0,1,1,1,0,0,1,1,0,0,0,0,81,0.25,1
"IE","IRL","Ireland",2021,0.125,1,100,0.787075165,0.479318672,0.646263719,0.5,0,1,0.245,0,1,0,0,0.52,1.379619,1.422065157,0,0,0.33,0.51,23,94185.96328,0.503153468,0.5,0.286855309,0,1,1,0,0,1,0,1,1,0.25,0.2,0.2,73,0.25,0
"IL","ISR","Israel",2021,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,-0.01,0,0,0,1.782,0.5,4.042891,1.671948077,0,0,0.28,0.33,17,27256.83774,0.624483191,0.5,1.177482591,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,58,0.25,0
"IS","ISL","Iceland",2021,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.36,0,1,0,4.096,0.4624,1.240912,1.304191155,0,9.174,0.22,0.22,24,14635.03469,0.5020467,0,1.069904422,0,1,0,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1
"IT","ITA","Italy",2021,0.2781,0,80,0.869865254,0.57666938,0.965116279,1,1,1,0.11,1,1,0,4.303,0.5682,0.843671,1.287007199,0,0,0.26,0.26,22,96898.21364,0.390416714,0,0.578605645,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1
"JP","JPN","Japan",2021,0.2974,NA,5,0.85902866,0.278958449,0.787075165,0.5,0,0,0.0875,0,1,0,0.22,0.56077165,8.577205,1.137651381,1,0,0.2032,0.2032,10,98547.46166,0.737215843,0.5,0.815262245,0,1,1,1,1,0,0.95,0,0,0.2042,0.2042,0.2042,70,0.25,1
"KR","KOR","Korea",2021,0.275,0.5,9,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,4,0,0,0.58899,8.93,1.232164246,1,0,0,0.4395,10,34875.04284,0.694962801,0,0.393524939,0,1,1,0,1,1,0,0,1,0.22,0.22,0.22,93,0.375,1
"LT","LTU","Lithuania",2021,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,2,0,0,0.3898,6.190679,1.185476559,0,0,0.2,0.15,21,98948.72477,0.542506891,0.5,0.211294518,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1
"LU","LUX","Luxembourg",2021,0.2494,0,17,0.873417351,0.479318672,0.869865254,1,0,1,-0.01,0,1,1,0.118,0.4718,3.340764,1.352939747,1,0,0,0.21,17,35513.17124,0.760895586,0.5,0.04488771,0,1,1,1,0,0,1,1,0,0.15,0,0,83,0.25,1
"LV","LVA","Latvia",2021,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.318,4.598755,1.121426037,0,0,0.2,0,21,80850.71118,0.591405291,0.5,0.420323445,0,0,1,0,0,0,1,1,1,0,0,0,62,0.25,1
"MX","MEX","Mexico",2021,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,0,0,1.527,0.35,25.31648,1.162741132,0,13.816,0.1,0.17142857,16,0,0.32922353,0.5,0.096202513,0,1,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,1
"NL","NLD","Netherlands",2021,0.25,1,6,0.813463195,0.338474733,0.869865254,1,0,1,0.225,0,1,0,0,0.495,2.012636,1.376374439,0,0,0.31,0.269,21,25479.75188,0.558428333,0.5,0.508395456,0,1,1,1,0,0,1,1,0,0.15,0,0,96,0.25,1
"NO","NOR","Norway",2021,0.22,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,0,0,0,0.464,1.589907,1.248597136,0,0,0.3168,0.3168,25,5034.849719,0.574098168,0.5,0.198498009,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1
"NZ","NZL","New Zealand",2021,0.28,1,100,0.731914894,0.226315789,0.547953911,0.5,0,0,0.18,0,0,0,2.935,0.33,1.077033,1.410881163,0,0,0,0.15277778,15,41283.70298,0.936112684,0.5,1.217138637,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5
"PL","POL","Poland",2021,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,1,0.195,1,1,0,0,0.38885375,16.518692,1.125530237,0,0,0.19,0.19,23,114294.6619,0.510087164,0.5,0.860537711,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,85,0.375,1
"PT","PRT","Portugal",2021,0.315,0,9.6,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,4,1,0.429,0.5817,14.138512,1.247980901,0,0,0.28,0.28,23,17640.07543,0.527029168,0.5,0.424802546,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,78,0.375,1
"SE","SWE","Sweden",2021,0.206,0,100,0.86,0.479318672,0.86,0,0,0,0.105,0,0,0,0,0.5528,1.37971,1.242058372,0,-0.031,0.3,0.3,25,3430.193616,0.591260435,0.5,0.33770067,0,0,1,1,0,0,1,1,0,0.3,0,0,81,0.5,1
"SI","SVN","Slovenia",2021,0.19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,0,0,0.015,0.721,4.603398,1.11669789,0,0,0,0.275,22,88413.5775,0.580566874,0,0.264190673,0,1,1,1,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.25,0.5
"SK","SVK","Slovak Republic",2021,0.21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,1,0.49,0,1,0,0.756,0.28,6.341727,1.111114908,0,0,0,0.07,20,98557.75892,0.526316434,0.5,0.224905972,0,0,0,0,0,0,1,1,1,0.35,0.19,0.19,70,0.625,1
"TR","TUR","Turkey",2021,0.25,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,1,0,0,0,0.408,8.771485,1.163810468,0,0,0,0.2,18,0,0.34139236,0.5,0.109525974,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,86,0.5,0.5
"US","USA","United States",2021,0.25754568,0,80,1,0.349583112,0.632751339,1,0,1,0.0675,0,2,0,0,0.46,8.918471,1.250068885,0,0,0.2891,0.28905211,7.4,0,0.353766191,0.5,1.685868602,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1
"AT","AUT","Austria",2022,0.25,0,75,0.884365027,0.566741558,0.737888703,1,0,0,0.17,1,2,0,0.511,0.55,21.751663,1.143253864,0,0,0.275,0.275,20,45454.54545,0.579403,0,0.096423279,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.25,1
"AU","AUS","Australia",2022,0.3,0,100,0.851484971,0.479318672,0.547953911,0.5,0,0,0.1475,0,2,0,0,0.47,1.930213,1.486780576,0,0,0.235,0.2428,10,52083.33333,0.507413525,1,0.843178727,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,45,0.25,0.5
"BE","BEL","Belgium",2022,0.25,0,70,0.869865254,0.547953911,0.869865254,1,1,1,0.155,0,1,0,0.035,0.6657,1.037228,1.266770074,0,0,0,0.3,21,33783.78378,0.444608226,0.5,0.576288412,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0.25,1
"CA","CAN","Canada",2022,0.2621,3,20,1,0.426086957,0.49,0.5,0,0,0.2125,0,1,0,1.078,0.535296,2.823593,1.262666395,0,0,0.2675,0.39344076,12.4,24000,0.482051544,0.5,1.537306945,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,96,0.25,0.5
"CH","CHE","Switzerland",2022,0.19653352,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,0,0,3.319,0.41694538,3.086775,1.372824425,0,0,0,0.22285,7.7,90909.09091,0.680237544,0.5,0.075543228,1,1,1,1,1,1,1,1,0,0.35,0.35,0,94,0,0.5
"CL","CHL","Chile",2022,0.27,0,100,1,1,1,0.5,0,0,0.29,0,1,0,-2.23,0.4,19.18716,13.28512204,0,0,0.4,0.2390411,19,0,0.627446984,0.5,0.451154046,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.375,0.5
"CO","COL","Colombia",2022,0.35,0,12,0.737888703,0.305956531,0.869865254,0.5,0,0,0.435,0,2,0,2.186,0.39000005,23.562287,0,0,9.92,0.1,0,19,0,0.344342969,0.5,0.53004676,1,0,1,0,1,1,0,0,0,0.1,0.2,0.2,10,0.5,0.5
"CR","CRI","Costa Rica",2022,0.3,0,3,0.822456691,0.602353619,0,0.5,0,0,-0.02,0,5,0,4.889,0.33445205,6.472083,1.103306892,0,31.373,0.15,0.15,13,0,0.452005904,0.5,0.222355905,0,0,1,0,0,1,1,1,0,0.15,0.15,0.25,3,0,1
"CZ","CZE","Czech Republic",2022,0.19,2,5,0.873879108,0.543222831,0.841318848,0.5,0,0,0.18,0,0,0,0,0.275,3.850682,1.112656054,0,0,0,0.23,21,77519.37984,0.590285215,0.5,0.092806449,0,1,0,0,0,0,1,1,1,0.15,0.15,0.15,93,0.25,1
"DE","DEU","Germany",2022,0.29941208,2,60,0.847117028,0.391406013,0.869865254,1,0,0,0.185,0,0,1,0,0.47475,5.450097,1.105523492,1,0,0.26375,0.26375,19,29542.93058,0.521424716,0.5,0.206786538,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1
"DK","DNK","Denmark",2022,0.22,0,60,0.826923077,0.479318672,0.813406443,0,0,0,0.065,0,0,0,4.429,0.558952,10.10403,1.309916856,0,0,0.42,0.42,25,7587.253414,0.639966951,0.5,0.734722984,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,75,0.5,1
"EE","EST","Estonia",2022,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.216,0.778864,1.175534265,0,0,0.2,0,20,72727.27273,0.72107055,1,0.111883743,0,0,0,0,0,0,1,1,1,0,0,0.1,61,0.25,1
"ES","ESP","Spain",2022,0.25,0,25,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,1,1,0,0,0.60667,0.614848,1.212414821,0,0,0.26,0.26,21,0,0.418747328,0.5,0.558556127,1,1,1,0,1,1,0.95,0.95,1,0.19,0.19,0.24,95,0.25,1
"FI","FIN","Finland",2022,0.2,0,10,0.934782609,0.518965517,0.737888703,0,0,0,0,0,0,0,0,0.59533255,1.822304,1.296452882,0,0,0.34,0.289,24,18072.28916,0.582231578,0.5,0.36989874,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1
"FR","FRA","France",2022,0.25825,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.3525,1,1,1,1.191,0.55572,14.910191,1.253455547,0,0,0.34,0.34,20,117534.2466,0.490282709,0.5,1.0766381,0.5,1,1,1,0,1,0.95,0.88,1,0.25,0,0.25,122,0.5,1
"GB","GBR","United Kingdom",2022,0.19,1,50,1.3,0.391406013,0.826923077,0,0,1,0.195,1,1,0,0,0.62,2.387899,1.395588771,0,0,0.2,0.3935,20,123188,0.436214762,0.5,1.702361396,0,1,1,1,0,1,1,1,0,0,0.2,0.2,130,0.375,1
"GR","GRC","Greece",2022,0.22,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.23,0,0,0,1.035,0.44,4.639549,1.278941176,0,0,0.15,0.05,24,18330.25996,0.383411406,0.5,1.065715178,0,1,1,1,1,0,1,1,1,0.05,0.15,0.2,57,0.25,1
"HU","HUN","Hungary",2022,0.09,0,2.5,0.816200383,0.278958449,0.737888703,0.5,0,1,0.1775,1,1,0,0,0.335,0,1,0,0.168,0.15,0.15,27,77419.35484,0.590650421,0.5,0.261392435,0,1,1,1,0,1,1,1,0,0,0,0,82,0.25,1
"IE","IRL","Ireland",2022,0.125,1,100,0.787075165,0.479318672,0.646263719,0,0,1,0.245,0,1,0,0,0.52,1.343522,1.406858857,0,0,0.33,0.51,23,94936.70886,0.433124623,0.5,0.161765957,0,1,1,0,0,1,0,1,1,0.25,0.2,0.2,73,0.25,1
"IL","ISR","Israel",2022,0.23,0,100,0.869865254,0.391406013,0.787075165,0.5,0,1,-0.01,0,0,0,2.042,0.5,3.849503,1.672158559,0,0,0.28,0.33,17,26918.94737,0.641819643,0.5,1.064403341,0,0,1,0,0,0,1,1,0,0.3,0.23,0.23,58,0.25,0
"IS","ISL","Iceland",2022,0.2,0,10,0.86,0.602353619,0.81226935,0.5,0,0,0.36,0,1,0,3.051,0.4625,1.18255,1.31239608,0,8.328,0.22,0.22,24,13245.03311,0.462468724,0,1.127931876,0,1,1,1,0,0,1,1,0,0.2,0.12,0.2,45,0.5,1
"IT","ITA","Italy",2022,0.2781,0,80,0.869865254,0.57666938,0.965116279,1,1,0,0.175,1,1,0,3.948,0.5682,1.207357,1.343652701,0,0,0.26,0.26,22,1e+05,0.37516887,0,0.578710043,0.5,1,1,0,1,1,0.95,0.95,1,0.26,0.26,0.225,100,0.5,1
"JP","JPN","Japan",2022,0.2974,0.5,5,0.85902866,0.278958449,0.787075165,0.5,0,0,0.0875,0,1,0,0.217,0.56077165,8.575665,1.133629037,1,0,0.2032,0.2032,10,1e+05,0.698382342,0.5,0.829904142,0,1,1,1,1,0,0.95,0,0,0.2042,0.2042,0.2042,71,0.25,1
"KR","KOR","Korea",2022,0.275,0.5,12,0.921720532,0.547953911,0.737888703,1,0,1,0.1275,0,4,0,0,0.58899,8.776,1.214614819,1,0,0,0.4395,10,56670.60213,0.696788342,0,0.435788813,0,1,1,0,1,1,0.95,0.95,1,0.22,0.22,0.22,94,0.375,1
"LT","LTU","Lithuania",2022,0.15,0,70,0.905263158,0.826923077,0.966194332,1,0,1,0.28,0,2,0,0,0.3898,4.372889,1.166437045,0,0,0.2,0.15,21,97826.08696,0.542397601,0.5,0.205545954,0,1,0,0,0,0,1,1,1,0.15,0.1,0.1,54,0.25,1
"LU","LUX","Luxembourg",2022,0.2494,0,17,0.873417351,0.479318672,0.869865254,1,0,1,-0.01,0,1,1,0.092,0.4718,3.291108,1.348742147,1,0,0,0.21,17,41176.47059,0.773499261,0.5,0.045471024,0,1,1,1,0,0,1,1,0,0.15,0,0,83,0.25,1
"LV","LVA","Latvia",2022,0.2,100,100,1,1,1,1,1,0,0,0,0,0,0,0.314,4.111059,1.131159238,0,0,0.2,0,21,78431.37255,0.589212308,0.5,0.40619725,0,0,1,0,0,0,1,1,1,0,0,0,62,0.25,1
"MX","MEX","Mexico",2022,0.3,0,10,0.737888703,0.547953911,0.737888703,1,0,0,0.055,0,0,0,1.529,0.35,25.406757,1.187143267,0,13.884,0.1,0.17142857,16,0,0.36915622,0.5,0.103254543,0,0,1,0,0,0,0,0,1,0.1,0.35,0.35,59,0.5,1
"NL","NLD","Netherlands",2022,0.258,0.5,50,0.813463195,0.338474733,0.869865254,1,0,1,0.265,0,1,0,0,0.555,2.006844,1.45459354,0,0,0.31,0.269,21,25974.02597,0.580125286,0.5,0.541859623,0,1,1,1,0,0,1,1,0,0.15,0,0,92,0.25,1
"NO","NOR","Norway",2022,0.22,0,100,0.781818182,0.373913043,0.737888703,0,0,0,0.22,0,0,0,0,0.464,1.599762,1.25057658,0,0,0.3168,0.352,25,5170.630817,0.59437178,0.5,0.19683319,1,0,1,0,0,0,0.97,1,1,0.25,0,0,87,0.375,1
"NZ","NZL","New Zealand",2022,0.28,1,100,0.731914894,0.226315789,0.547953911,0.5,0,0,0.18,0,0,0,2.582,0.39,2.729056,1.562017195,0,0,0,0.15277778,15,40268.45638,1.081306476,0.5,1.224475246,0,0,0,0,0,0,1,1,0,0.3,0.15,0.15,40,0.25,0.5
"PL","POL","Poland",2022,0.19,0,2.5,0.737888703,0.338474733,0.869865254,1,1,1,0.195,1,1,0,0,0.38885375,15.939295,1.120578918,0,0,0.19,0.19,23,108695.6522,0.511435829,0.5,0.876496094,0,1,1,1,1,1,1,0,1,0.19,0.2,0.2,86,0.375,1
"PT","PRT","Portugal",2022,0.315,0,9.6,0.888411247,0.547953911,0.737888703,0.5,1,1,0.35,0,4,1,0.626,0.6317,13.582858,1.235934952,0,0,0.28,0.28,23,21769.19085,0.488081604,0.5,0.415753986,0,1,1,1,0,0,1,1,1,0.25,0.25,0.25,78,0.375,1
"SE","SWE","Sweden",2022,0.206,0,100,0.86,0.479318672,0.86,0,0,0,0.105,0,0,0,0,0.5527,1.353217,1.259076626,0,-0.064,0.3,0.3,25,3444.316877,0.59752694,0.5,0.336068059,0,0,1,1,0,0,1,1,0,0.3,0,0,85,0.5,1
"SI","SVN","Slovenia",2022,0.19,0,63,0.869865254,0.391406013,0.737888703,0.5,0,0,0.19,0,0,0,0.014,0.675,4.350837,1.135861012,0,0,0,0.275,22,87962.19737,0.538804075,0,0.269845388,0,1,1,0,0,0,0.95,0.475,1,0.15,0.15,0.15,59,0.25,0.5
"SK","SVK","Slovak Republic",2022,0.21,0,2.5,0.873879108,0.547953911,0.869865254,0.5,0,1,0.49,0,1,0,0.726,0.28,6.353355,1.123484148,0,0,0,0.07,20,92203.7037,0.512634852,0.5,0.262120167,0,0,0,1,0,0,1,1,1,0.35,0.19,0.19,70,0.375,1
"TR","TUR","Turkey",2022,0.23,0,5,0.864149149,0.431068737,0.694414356,0.5,1,1,0.055,1,0,0,0,0.408,8.027449,1.156085526,0,0,0,0.2,18,0,0.37695058,0.5,0.121842295,0,1,1,0,1,1,1,1,0,0.15,0.1,0.2,86,0.5,0.5
"US","USA","United States",2022,0.25808085,0,80,1,0.349583112,0.632751339,1,0,1,0.0675,0,2,0,0,0.46,8.623591,1.240285105,0,0,0.2891,0.28940924,7.4,0,0.360948137,0.5,1.710077019,0,1,1,1,0,0,1,0,0,0.3,0.3,0.3,66,0.5,1
"AT","AUT","Austria",2023,0.24,0,75,0.884365027,0.566741558,0.737888703,1,0,0,0.17,1,2,0,0.749,0.55,20.835219,1.135753339,0,0,0.275,0.275,20,45454.54545,0.592217943,0,0.098015504,0,0,1,1,0,0,1,1,0,0.275,0,0.2,89,0.5,1
"AU","AUS","Australia",2023,0.3,0,100,0.851484971,0.479318672,0.547953911,0.5,0,1,0.1525,0,2,0,0,0.47,1.901047,1.493574102,0,0,0.235,0.2428,10,52083.33333,0.46946285,1,0.835838416,0,0,1,1,0,0,1,1,0,0.3,0.1,0.3,45,0.25,0.5
"BE","BEL","Belgium",2023,0.25,0,40,0.869865254,0.547953911,0.869865254,1,1,1,0.155,0,1,0,0.03,0.6657,0.962175,1.268822831,0,0,0,0.3,21,33783.78378,0.491431957,0.5,0.599265692,0.5,1,1,1,0,1,1,1,0,0.3,0.3,0.3,95,0.75,1
"CA","CAN","Canada",2023,0.2621,3,20,1,0.426086957,0.49,0.5,0,0,0.2125,0,1,0,1.202,0.535296,2.719192,1.24726222,0,0,0.2676,0.39344076,12.4,24000,0.505474473,0.5,1.563935173,0,0,1,1,1,0,1,0.5,1,0.25,0.25,0.25,96,0.25,0.5
"CH","CHE","Switzerland",2023,0.19653352,0,7,0.86,0.55483871,0.905263158,1,0,1,-0.01,0,0,0,6.441,0.4164902,2.996283,1.377597387,0,0,0,0.22285,7.7,90909.09091,0.707820777,0.5,0.081627289,1,1,1,1,1,1,1,1,0,0.35,0.35,0,102,0,0.5
"CL","CHL","Chile",2023,0.27,0,100,0.63261166,0.338474733,0,0.5,0,0,0.29,0,1,0,10.359,0.4,18.019585,13.3025074,0,0,0.4,0.2390411,19,0,0.746488048,0.5,0.463005017,0,1,0,1,0,0,0,0,1,0.35,0.35,0.15,33,0.375,0.5
"CO","COL","Colombia",2023,0.35,0,12,0.737888703,0.305956531,0.869865254,0.5,0,0,0.4575,0,2,0,1.545,0.39,21.076995,0,0,9.955,0.15,0,19,0,0.372658664,0.5,0.517234921,1,0,1,0,1,1,0,0,0,0.2,0.2,0.2,12,0.5,0.5
"CR","CRI","Costa Rica",2023,0.3,0,3,0.822456691,0.602353619,0,0.5,0,0,-0.02,0,5,0,4.883,0.33445206,6.153075,1.097721361,0,28.954,0.15,0.15,13,0,0.530782409,0.5,0.229616111,0,0,1,0,0,1,1,1,0,0.15,0.15,0.25,3,0,1
"CZ","CZE","Czech Republic",2023,0.19,2,5,0.873879108,0.543222831,0.841318848,0.5,0,0,0.18,0,0,0,0,0.26,3.598201,1.117076403,0,0,0,0.23,21,77519.37984,0.610010971,0.5,0.093701286,0,1,0,0,0,0,1,1,1,0.15,0.15,0.15,94,0.25,1
"DE","DEU","Germany",2023,0.291161996,2,65,0.847117028,0.391406013,0.869865254,1,0,0,0.22,0,0,0,0,0.45,5.228201,1.10905831,0,0,0.26375,0.26375,19,29542.93058,0.593549745,0.5,0.211832875,0,1,1,0,0,0,0.95,0.95,0,0.26375,0,0.15825,96,0.25,1
"DK","DNK","Denmark",2023,0.22,0,60,0.826923077,0.479318672,0.813406443,0,0,0,0.065,0,0,0,5.403,0.559044,9.750216,1.347334214,0,0,0.42,0.42,25,7587.253414,0.640178853,0.5,0.741971533,0,1,1,0,0,0,1,1,1,0.22,0.22,0.22,76,0.5,1
"EE","EST","Estonia",2023,0.2,100,100,1,1,1,1,1,0,0,0,1,0,0,0.216,0.72017,1.110132769,0,0,0.2,0,20,72727.27273,0.778019363,1,0.106920376,0,0,0,0,0,0,1,1,1,0,0,0.1,62,0.25,1
"ES","ESP","Spain",2023,0.25,0,25,0.778563039,0.391406013,0.737888703,0.5,0,1,0.295,1,2,0,0,0.59496375,0.597743,1.224538881,0,0,0.26,0.28,21,0,0.466124219,0.5,0.576370646,1,1,1,0,1,1,0.95,0.95,1,0.19,0.19,0.24,95,0.25,1
"FI","FIN","Finland",2023,0.2,0,10,0.934782609,0.518965517,0.737888703,0,0,0,0.005,0,0,0,0,0.6042901,1.77625,1.305906695,0,0,0.34,0.289,24,18072.28916,0.589948999,0.5,0.372396361,0,1,1,0,0,1,1,1,1,0.2,0,0.2,76,0.375,1
"FR","FRA","France",2023,0.25825,1,50,0.880275604,0.547953911,0.869865254,0.5,0,1,0.3425,1,1,1,0.957,0.54644,14.152193,1.249885522,0,0,0.34,0.34,20,117534.2466,0.532354205,0.5,0.997644631,0.5,1,1,1,0,1,0.95,0.88,1,0.25,0,0.25,122,0.5,1
"GB","GBR","United Kingdom",2023,0.25,1,50,1,0.391406013,0.826923077,0,0,1,0.195,1,2,0,0,0.6274,2.257336,1.385370366,0,0,0.2,0.3935,20,123188,0.454982457,0.5,1.770558453,0,1,1,1,0,1,1,1,0,0,0.2,0.2,130,0.375,1
"GR","GRC","Greece",2023,0.22,0,5,0.737888703,0.479318672,0.737888703,0.5,0,0,0.23,0,0,0,1.035,0.44,4.570085,1.27511421,0,0,0.15,0.05,24,18330.25996,0.35952039,0.5,1.096814628,0,1,1,1,1,0,1,1,1,0.05,0.15,0.2,56,0.25,1
